match id,team1,team2,winner,by,win amount,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_ids,team2_id,team2_roster_ids,series_type,winner_id,player_of_the_match_id
9271737,Da Aa,Co Ss,Co Ss,wickets,9.0,Co Ss,field,Pe Il Ct Sm,Kandy,2022-12-14,night match,La Pr Le,2022/23,17534,LE Hl,RJ Mz,89,10,87,90.0,1.0,70.0,47508,7195082.0:8363221.0:7787772.0:2398346.0:3239102.0:3061225.0:8277716.0:2420788.0:2436776.0:5786836.0:5490638.0,47487,3008291.0:2104409.0:5490582.0:348361.0:8066883.0:74087.0:1482249.0:5554282.0:3497171.0:347346.0:2590293.0,other_domestic,47487,3497171.0
9489255,Tt Rs,Sn Be,Tt Rs,runs,6.0,Sn Be,field,Tt Be Nm,Nottingham,2023-08-01,night match,Te Hd Ms Cn,2023,251,MJ Ss,RJ Wn,133,8,102,127.0,10.0,102.0,46731,1749075.0:1655436.0:3294444.0:1626526.0:3890963.0:2535420.0:1594319.0:5788320.0:4420828.0:4012203.0:5404440.0,46738,6718326.0:2653993.0:2076192.0:4170186.0:4504044.0:6249256.0:3162487.0:2022957.0:8845850.0:3252395.0:3214812.0,other_domestic,46731,3890963.0
9516380,Di Cs,Gt Ts,Gt Ts,wickets,6.0,Gt Ts,field,An Jy Sm Di,Delhi,2023-04-04,night match,In Pr Le,2023,2344,A Nd Ke,GR Sv Ir,162,8,125,163.0,4.0,115.0,30421,1539236.0:7491189.0:1907163.0:4497688.0:2231928.0:8942828.0:3882850.0:8779896.0:3914658.0:3373866.0:6487970.0:6598528.0,48341,1958683.0:7491224.0:8059029.0:4377610.0:3339160.0:2252452.0:2966879.0:5554254.0:4690230.0:8118053.0:3373285.0:6496482.0,In Pr Le,48341,8059029.0
9272780,Sy Ss,Ph Ss,Ph Ss,wickets,7.0,Sy Ss,bat,Ph Sm,Perth,2023-01-28,night match,Bg Bh Le,2022/23,23841,DM Kh,P Wn,151,8,123,154.0,3.0,114.0,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:8146998.0:34061.0:4756982.0:2790675.0:49496.0:7535324.0,33935,4421689.0:3507090.0:7869994.0:4635658.0:3501889.0:5459516.0:8473429.0:3216569.0:2538983.0:1907352.0:7877232.0,other_domestic,33935,3501889.0
9330663,Ba,Sa,Sa,wickets,4.0,Sa,field,Hr Ct Sm Ie,Indore,2022-10-12,day match,Sd Mq Ai Ty,2022/23,7398,A Bi,P Jl,175,4,122,178.0,6.0,121.0,11283,7883266.0:7857520.0:4232164.0:3299407.0:232000.0:8725723.0:7883504.0:4566540.0:4017523.0:8725730.0:2526390.0:8180486.0,14860,9098571.0:227793.0:5977026.0:1663885.0:6698110.0:9009265.0:2733401.0:3691547.0:4192558.0:4141556.0:6785582.0,other_domestic,14860,
9837295,Ud Ab Es,Nl,Nl,wickets,8.0,Ud Ab Es,bat,Mi Ct Gd,Kathmandu,2023-11-03,day match,Ud Ab Es tr of Nl,2023/24,24044,Gi Sl,Rd Rz,134,9,121,135.0,2.0,105.0,202,8688952.0:7990828.0:8250115.0:2206637.0:8127279.0:8489816.0:8463783.0:8688868.0:8688973.0:8426291.0:2691688.0,237,5563004.0:7409611.0:8776767.0:7507429.0:8296644.0:5604738.0:7409569.0:7993551.0:5562962.0:6722540.0:4908518.0,international,237,7409611.0
9586975,St La Ks,To Kt Rs,St La Ks,runs,54.0,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,2023-08-26,day match,Cn Pr Le,2023,4045,CF Wt,LS Rr,167,5,128,113.0,10.0,91.0,36112,313809.0:2331475.0:2398346.0:2097017.0:7459647.0:2742837.0:391103.0:4690230.0:8339701.0:4068133.0:8931572.0,36126,5940374.0:1585457.0:2209115.0:4230127.0:1613926.0:360086.0:3715697.0:1934099.0:1613919.0:9061135.0:6489846.0,other_domestic,36112,2097017.0
9489269,Ln St,Ol Is,Ol Is,wickets,3.0,Ol Is,field,Ls Ln,London,2023-08-02,night match,Te Hd Ms Cn,2023,83,GD Ld,M Bs,131,10,105,132.0,7.0,103.0,46773,4489974.0:3200973.0:5406064.0:1611364.0:2672214.0:74087.0:5436878.0:5367676.0:1482998.0:5788418.0:3901099.0,46759,2089079.0:6282856.0:7787772.0:3057312.0:4640824.0:2083409.0:3851658.0:1613919.0:7276380.0:6060844.0:5231218.0,other_domestic,46759,1613919.0
9433416,Ne,Dm,Ne,runs,26.0,Dm,field,Tt Be Nm,Nottingham,2023-06-08,day/night match,Vy Bt,2023,251,Js Mk,S Rn,187,7,128,161.0,9.0,126.0,8987,4003390.0:1749075.0:1626526.0:4172447.0:130437.0:5516720.0:125915.0:7507303.0:6019306.0:4420828.0:2904943.0,6838,3293520.0:3225305.0:7651650.0:6257698.0:7253350.0:3501889.0:1858961.0:6402374.0:3218340.0:5231218.0:4167946.0,other_domestic,8987,
9085446,Le,Ye,Le,runs,60.0,Ye,field,Ge Rd Lr,Leicester,2022-07-03,day match,Vy Bt,2022,1378,NJ Lg,PR Pd,211,7,129,151.0,9.0,125.0,8301,4873028.0:3218291.0:3643870.0:2658431.0:4887336.0:7651657.0:6003584.0:6081914.0:8845850.0:5528116.0:5554142.0,10618,6718326.0:1762060.0:1655436.0:3294444.0:6381962.0:2157770.0:6460614.0:5367676.0:7804677.0:8050160.0:4527942.0,other_domestic,8301,
9344397,Nh Wt,Bd,Bd,wickets,5.0,Bd,field,Ss Pk Pm,Potchefstroom,2022-10-29,day match,CA T0 Ce,2022/23,9582,BP Je,LB Ga,150,5,126,134.0,5.0,95.0,23316,4172524.0:3851476.0:321698.0:3747764.0:4175107.0:4171691.0:6639058.0:6624568.0:7873172.0:4160358.0:4208063.0,22497,4239773.0:4170186.0:4172972.0:1556253.0:2625895.0:3062555.0:310883.0:6624582.0:4165265.0:2753036.0:6646828.0,other_domestic,22497,
9262077,Ja Ts,St La Ks,St La Ks,wickets,2.0,St La Ks,field,Dn Sy Nl Ct Sm Gs It St La,Gros Islet,2022-09-07,night match,Cn Pr Le,2022,11892,GO Be,PA Gd,163,8,126,164.0,8.0,125.0,36098,4690258.0:3761246.0:1613898.0:5742470.0:3150720.0:1594319.0:4690104.0:5509524.0:4239794.0:8464350.0:2036649.0,36112,2331475.0:3008291.0:313809.0:8925405.0:2742837.0:6249256.0:7459647.0:1547993.0:4690230.0:3776849.0:7550892.0,other_domestic,36112,2331475.0
9516681,Rl Cs Be,Di Cs,Di Cs,wickets,7.0,Rl Cs Be,bat,An Jy Sm Di,Delhi,2023-05-06,night match,In Pr Le,2023,2344,RJ Tr,YC Be,181,4,125,187.0,3.0,103.0,30393,1776627.0:313809.0:2275195.0:5972868.0:210328.0:7861524.0:2035025.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,30421,1539236.0:4685568.0:1907163.0:2231928.0:3882850.0:8779896.0:2034423.0:3914658.0:6487970.0:6598528.0:8410653.0:1657466.0,In Pr Le,30421,4685568.0
9680257,Be Ky,Ja Ks,Be Ky,runs,8.0,Be Ky,bat,R Pa Sm Co,Colombo,2023-08-12,day match,La Pr Le,2023,7041,IC Sa,RA Pe,178,8,130,170.0,6.0,127.0,49657,8438926.0:3585350.0:2104409.0:4857838.0:348361.0:5490666.0:3459623.0:2296195.0:3865077.0:6818776.0:2270519.0,47501,7882328.0:6818622.0:2286472.0:5490582.0:298612.0:2252452.0:1634611.0:8067002.0:5551062.0:7968225.0:6686658.0,other_domestic,49657,8438926.0
9271772,Co Ss,Ja Ks,Ja Ks,wickets,8.0,Ja Ks,field,R Pa Sm Co,Colombo,2022-12-19,day match,La Pr Le,2022/23,7041,LE Hl,WR Ks,128,9,123,131.0,2.0,99.0,47487,2104409.0:3008291.0:5490582.0:7882328.0:5547646.0:74087.0:181404.0:6347256.0:1482249.0:2590293.0:3497171.0,47501,6818622.0:5490596.0:298612.0:4403545.0:6551978.0:1634611.0:7539454.0:8067002.0:5508488.0:7200668.0:8907338.0,other_domestic,47501,6818622.0
9377241,Sh Aa,Wt Is,Wt Is,wickets,3.0,Wt Is,field,St Pk Cn,Centurion,2023-03-25,day match,Wt Is tr of Sh Aa,2022/23,6327,A Pr,BP Je,131,8,73,132.0,7.0,67.0,34,2654014.0:1884973.0:2231928.0:4203499.0:2252452.0:3057312.0:1858961.0:2658445.0:3872756.0:3373866.0:2654028.0,41,4690258.0:2436405.0:2331475.0:4230127.0:5742470.0:4739552.0:5744850.0:3715697.0:2742837.0:4690230.0:3468870.0,international,41,5742470.0
9084697,Gn,Mx,Mx,wickets,4.0,Mx,field,Rt Ct Cb Rt,Radlett,2022-05-29,day match,Vy Bt,2022,14825,NJ Lg,RT Rn,168,10,123,172.0,6.0,116.0,7573,2531913.0:1722048.0:5515922.0:5164844.0:2707431.0:6196280.0:2633196.0:3998070.0:3212278.0:7664957.0:1929619.0,8700,4421689.0:4489722.0:7752989.0:7672874.0:150093.0:4489708.0:5509524.0:2593758.0:172199.0:6341530.0:7783901.0,other_domestic,8700,
9484551,Mn Ss,Ki Ks,Mn Ss,runs,3.0,Ki Ks,field,Mn Ct Sm,Multan,2023-02-22,night match,Pn Sr Le,2022/23,11192,MJ Ss,Sb Ra,196,2,123,193.0,5.0,129.0,44904,1637320.0:2263736.0:2231928.0:1613926.0:2252452.0:5017144.0:3200756.0:4533682.0:8109779.0:8115610.0:8986193.0,40564,1611364.0:2076192.0:8180570.0:298612.0:1594319.0:1612610.0:8395995.0:3041016.0:8106706.0:284339.0:8425696.0,other_domestic,44904,2263736.0
9457678,St Ss,Ca Vs,Ca Vs,wickets,4.0,Ca Vs,field,Se Ba Nl Sm Mr,Dhaka,2023-02-12,night match,Bh Pr Le,2022/23,14188,DJ Ms,RR Wi,125,10,107,130.0,6.0,102.0,45072,4403419.0:8237179.0:6930230.0:4879426.0:392062.0:392216.0:3471761.0:3373138.0:7976653.0:2296195.0:2104346.0,40298,3758565.0:1613919.0:2331475.0:1965151.0:3850944.0:62432.0:5771800.0:1934099.0:6528668.0:2316327.0:6931168.0,other_domestic,40298,6528668.0
9272710,Ae Ss,Ph Ss,Ph Ss,wickets,7.0,Ae Ss,bat,Ae Ol,Adelaide,2023-01-20,night match,Bg Bh Le,2022/23,930,NR Je,Ty Pn,92,10,105,94.0,3.0,70.0,33914,3710090.0:4239038.0:8415854.0:2285051.0:3681957.0:387778.0:4992378.0:7455818.0:2286388.0:6718844.0:55299.0,33935,4421689.0:3507090.0:7869994.0:4635658.0:3501889.0:5459516.0:3535853.0:3216569.0:2538983.0:8339701.0:7877232.0,other_domestic,33935,2538983.0
9330964,Mr,Pb,Pb,wickets,9.0,Mr,bat,Si Mh Sm Jr,Jaipur,2022-10-18,day match,Sd Mq Ai Ty,2022/23,4661,Md Ri,VR Ld,40,10,86,43.0,1.0,33.0,13971,8442384.0:8411017.0:8191616.0:8410800.0:8119670.0:8119593.0:8410786.0:8725562.0:8119656.0:8725576.0:9383002.0:8119621.0,14454,7491294.0:7491224.0:7556303.0:8127181.0:5958840.0:2789555.0:7925546.0:7570107.0:2282132.0:3691057.0:8180500.0,other_domestic,14454,
9262028,St La Ks,To Kt Rs,To Kt Rs,wickets,3.0,To Kt Rs,field,Wr Pk Be St Ks,Basseterre,2022-09-01,day match,Cn Pr Le,2022,4045,LS Rr,N Dd,143,9,125,148.0,7.0,127.0,36112,2331475.0:4690286.0:5940374.0:2742837.0:3776849.0:7459647.0:8925405.0:4690230.0:8464343.0:7550892.0:3150538.0,36126,1613919.0:7637559.0:4230127.0:4381761.0:1934099.0:1613926.0:1881193.0:6401282.0:8395141.0:3715697.0:9266095.0,other_domestic,36126,3715697.0
9076990,Ca Vs,Ka Ts,Ca Vs,runs,65.0,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-02-11,day match,Bh Pr Le,2021/22,14188,Mr Rn,Md Ai Kn,188,6,122,123.0,10.0,121.0,40298,3758565.0:8129680.0:313809.0:1965151.0:62432.0:1613919.0:6965272.0:3850972.0:4731628.0:6528668.0:2316327.0,42573,363047.0:2104332.0:3056752.0:4403426.0:392216.0:2097017.0:5831622.0:1634611.0:7086456.0:6493346.0:392419.0,other_domestic,40298,62432.0
9433367,Ye,Le,Ye,runs,30.0,Ye,bat,Ge Rd Lr,Leicester,2023-06-06,day/night match,Vy Bt,2023,1378,DJ Ms,Rb We,156,7,121,126.0,10.0,120.0,10618,1762060.0:1655436.0:8033304.0:1637320.0:3620742.0:8050160.0:5367676.0:1547993.0:7651657.0:4527942.0:8070915.0,8301,4873028.0:3218291.0:6003584.0:4887336.0:6081914.0:8845850.0:3643870.0:7161426.0:5554142.0:5528116.0:9311154.0,other_domestic,10618,1547993.0
9123169,Ia,Id,Ia,runs,4.0,Ia,bat,Te Ve Me Dn,Dublin,2022-06-28,day match,Ia tr of Id,2022,6831,Jh My,R Bk,225,7,128,221.0,5.0,132.0,55,2981614.0:5043310.0:3479860.0:3125562.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:8228100.0:8725709.0,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:2921680.0:2550414.0:6496482.0:8609684.0,international,55,3479860.0
9272556,Ae Ss,Ht Hs,Ht Hs,wickets,7.0,Ae Ss,bat,Be Ol Ht,Hobart,2023-01-02,night match,Bg Bh Le,2022/23,6348,MW Gh,SJ Ni,177,6,126,178.0,3.0,110.0,33914,4239038.0:5492318.0:2286472.0:3681957.0:387778.0:5554254.0:8415854.0:4992378.0:6718844.0:3890998.0:55299.0,33928,5843200.0:4223883.0:1611364.0:2161599.0:6249256.0:3459623.0:8497866.0:4767832.0:5788418.0:7629747.0:6732004.0,other_domestic,33928,5843200.0
9272402,Me Ss,Ht Hs,Me Ss,runs,38.0,Ht Hs,field,Me Ct Gd,Melbourne,2022-12-16,day/night match,Bg Bh Le,2022/23,440,MW Gh,NR Je,183,5,126,145.0,9.0,123.0,33949,4003390.0:7960994.0:2669316.0:2275097.0:3901078.0:3737103.0:4012203.0:9070907.0:1829491.0:1945397.0:2656541.0,33928,4223883.0:2161599.0:1611364.0:6460614.0:6249256.0:3459623.0:2486896.0:3507097.0:5788418.0:7629747.0:6732004.0,other_domestic,33949,4003390.0
9516345,Pb Ks,Ka Kt Rs,Pb Ks,runs,7.0,Ka Kt Rs,field,Pb Ct An IS Ba Sm Mi Ch,Chandigarh,2023-04-01,day/night match,In Pr Le,2023,7118,BJ Od,YC Be,191,5,123,146.0,7.0,99.0,30407,8127181.0:197658.0:2398346.0:5053082.0:2097017.0:4640824.0:5038046.0:8180500.0:7453697.0:7881845.0:5788418.0:2035102.0,30400,2789555.0:6818622.0:7558886.0:5959834.0:4231702.0:5061748.0:1934099.0:3326980.0:1613919.0:1626561.0:2632825.0:7758638.0,In Pr Le,30407,7881845.0
9292555,Sh Aa,Ia,Ia,wickets,8.0,Ia,field,Gd Il Sm Tm,Thiruvananthapuram,2022-09-28,night match,Sh Aa tr of Ia,2022/23,23813,AK Cy,Nn Mn,106,8,125,110.0,2.0,104.0,34,2654014.0:2604825.0:2231928.0:4203499.0:2252452.0:4171859.0:1858961.0:1874081.0:3851518.0:3373866.0:2654028.0,55,2954769.0:238727.0:1776627.0:3125562.0:6521080.0:210328.0:3882850.0:2733380.0:184960.0:3130840.0:7881845.0,international,55,7881845.0
9516611,Ss Hd,Di Cs,Ss Hd,runs,9.0,Ss Hd,bat,An Jy Sm Di,Delhi,2023-04-29,night match,In Pr Le,2023,2344,MA Gh,Np Sh,197,6,129,188.0,6.0,123.0,36014,7491294.0:2789079.0:3127354.0:4203499.0:6381962.0:3057312.0:8228408.0:3715697.0:7570107.0:2282125.0:8725709.0:5618038.0,30421,1539236.0:4685568.0:1907163.0:2034423.0:7491273.0:4497688.0:3882850.0:8410653.0:3914658.0:3373866.0:6487970.0:1657466.0,In Pr Le,36014,1907163.0
9097024,Id,Bn,Id,runs,21.0,Id,bat,Al At Ct Gd On Ct My Tf 2,Al Amarat,2022-02-19,day match,Id tr of On,2021/22,24254,Ar Ai,DN Si,158,5,122,137.0,5.0,125.0,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:7036812.0:6496482.0:2921680.0:2550414.0,769,8522310.0:8204881.0:9111213.0:2944514.0:8991737.0:8520931.0:7668198.0:7655437.0:8004716.0:8004751.0:8004730.0,international,216,7695666.0
9849769,Ra,Ua,Ua,wickets,9.0,Ua,field,Ws Ct Gd Wk,Windhoek,2023-11-30,day match,Ua tr of Na,2023/24,11878,F Ma,Ln Ag,65,10,113,66.0,1.0,54.0,1350,8058805.0:2426227.0:8089192.0:8058798.0:9806957.0:8058812.0:8089206.0:8913876.0:5652576.0:8058840.0:8964675.0,251,3719197.0:8059372.0:1634709.0:8964843.0:5120674.0:2943443.0:6496776.0:7906968.0:2943457.0:8059379.0:8246440.0,international,251,8246440.0
9684618,Al Ph,Sa,Sa,wickets,10.0,Sa,field,JA Il Sm Cx Ri,Ranchi,2023-10-23,day match,Sd Mq Ai Ty,2023/24,18038,P Jl,Vd Sn,66,8,123,70.0,0.0,22.0,45926,9822259.0:8118354.0:9822280.0:9822301.0:9822294.0:8145640.0:8118326.0:9822238.0:9822252.0:8421818.0:9822231.0,14860,9098571.0:7491378.0:4192558.0:3691547.0:2733401.0:9009265.0:9771173.0:5977026.0:1663885.0:9104101.0:7922284.0,other_domestic,14860,
9271667,Ge Gs,Ky Fs,Ky Fs,wickets,5.0,Ge Gs,bat,Ma Ra Il Ct Sm Sa Ha,Hambantota,2022-12-07,night match,La Pr Le,2022/23,17527,IC Sa,RJ Ra,121,8,120,123.0,5.0,98.0,47494,6517118.0:4403531.0:7960847.0:7520344.0:3364234.0:8472022.0:1594319.0:305143.0:3562761.0:2270519.0:6686658.0,47480,7200598.0:363047.0:5490624.0:6710850.0:4690104.0:3200756.0:5490666.0:8136659.0:2296195.0:2691688.0:8136680.0:4365878.0,other_domestic,47480,3200756.0
9051062,Mn Ss,Id Ud,Mn Ss,runs,20.0,Id Ud,field,Nl Sm Ki,Karachi,2022-02-01,night match,Pn Sr Le,2021/22,3422,MA Gh,Sb Ra,217,5,121,197.0,10.0,124.0,44904,1637320.0:2263736.0:302875.0:2231928.0:6249256.0:5017144.0:2157770.0:1627450.0:8109779.0:284339.0:3137714.0,40578,2124002.0:1749075.0:6818622.0:6460614.0:4767832.0:7960847.0:3459623.0:8522422.0:4769148.0:8298779.0:2752966.0,other_domestic,44904,6249256.0
9272416,Ph Ss,Sy Ss,Ph Ss,runs,38.0,Ph Ss,bat,Ph Sm,Perth,2022-12-17,night match,Bg Bh Le,2022/23,23841,BJ Od,SJ Cg,155,9,124,117.0,10.0,122.0,33935,1762060.0:313809.0:5459516.0:4635658.0:3501889.0:7869994.0:3535853.0:5419574.0:4472397.0:3216569.0:1907352.0,33956,3535783.0:7869987.0:2076192.0:41740.0:3063696.0:34061.0:8146998.0:2790675.0:1506077.0:5554142.0:7535324.0,other_domestic,33935,5419574.0
9123211,Id,Nw Zd,Nw Zd,wickets,6.0,Id,bat,Cl Se Ct Cb St Bt,Belfast,2022-07-22,day match,Nw Zd tr of Id,2022,9876,AG Wf,R Bk,174,6,125,180.0,4.0,117.0,216,2124002.0:2123974.0:6496412.0:6729862.0:7695666.0:2436251.0:4171460.0:3685100.0:2436426.0:2550414.0:6496482.0,48,1585457.0:6718326.0:3083632.0:5764576.0:2672214.0:2486896.0:2288789.0:3519011.0:3913475.0:5984376.0:3834375.0,international,48,5764576.0
9657094,Ua,Ba,Ua,runs,64.0,Ua,bat,Ga Cb Gd Ni,Nairobi,2023-06-14,day match,Ua tr of Ka,2023,4913,IO Oo,J Ki,153,7,122,89.0,9.0,123.0,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:6496776.0:8246419.0:2943457.0:7753549.0:2943443.0,825,4397665.0:2160983.0:2331034.0:7753794.0:7753822.0:4098065.0:8089017.0:4462359.0:7629579.0:8385838.0:7753815.0,international,251,8246440.0
9327485,Ba,Ua,Ua,wickets,7.0,Ua,field,We Pk Bi,Benoni,2022-09-15,day match,Ua tr of Sh Aa,2022,2190,,,103,8,122,107.0,3.0,113.0,825,2331034.0:6018018.0:2160983.0:8142231.0:6015834.0:7753794.0:4462415.0:8089024.0:7753822.0:7629579.0:4462359.0,251,3719197.0:2943457.0:6496776.0:7906968.0:8246440.0:2159093.0:7753577.0:8246419.0:8246433.0:182986.0:7753570.0,international,251,
9051237,Le Qs,Id Ud,Le Qs,runs,6.0,Le Qs,bat,Gi Sm Le,Lahore,2022-02-25,night match,Pn Sr Le,2021/22,3828,MA Gh,RK Ih,168,7,123,162.0,10.0,122.0,40606,3585350.0:4685568.0:6460600.0:4365465.0:290051.0:6381962.0:130437.0:1547993.0:7507303.0:8131255.0:8907338.0,40578,2124002.0:1749075.0:6282856.0:6460614.0:1482998.0:7960847.0:3459623.0:4769148.0:8298779.0:7860404.0:3734940.0,other_domestic,40606,1547993.0
9087154,Ns,Pn,Pn,wickets,6.0,Ns,bat,Ph Sm,Perth,2022-10-30,day/night match,Pn tr of Aa,2022/23,23841,PR Rl,RK Ih,91,10,122,95.0,4.0,83.0,118,1635997.0:4502392.0:7253350.0:1539208.0:2658431.0:7891232.0:334963.0:8354849.0:3083667.0:7732934.0:2436776.0:4167946.0,62,2263736.0:2437021.0:3585350.0:1637320.0:3364234.0:6460614.0:2437049.0:8298779.0:7507303.0:8131255.0:8106629.0,international,62,6460614.0
9684107,Sa,Pb,Sa,runs,37.0,Pb,field,JA Il Sm Cx Ri,Ranchi,2023-10-16,day/night match,Sd Mq Ai Ty,2023/24,18038,PM Ji,UV Ge,211,4,130,174.0,10.0,119.0,14860,9098571.0:7491378.0:5977026.0:1663885.0:7922284.0:9009265.0:3691547.0:4192558.0:8477461.0:2733401.0:4141556.0:9104101.0,14454,8127181.0:7491294.0:9009237.0:2789555.0:5958840.0:3759881.0:7925546.0:7556303.0:8180500.0:7570107.0:7881845.0:2282132.0,other_domestic,14860,
9388399,Oo,Nn Ds,Nn Ds,wickets,7.0,Nn Ds,field,Jn Ds Ol Qn,Queenstown,2022-12-28,day match,Sr Sh,2022/23,11584,Ee Sn,SB Hg,123,8,121,126.0,3.0,91.0,18360,2319638.0:9103996.0:4172706.0:4950252.0:2666705.0:7918280.0:8444855.0:3834375.0:4359417.0:7907479.0:4195827.0,17982,7907451.0:4381761.0:1945411.0:3913426.0:3519011.0:4949790.0:3834305.0:3776849.0:8354856.0:8354849.0:3566240.0,other_domestic,17982,
9085012,Bm Bs,Ye,Ye,wickets,10.0,Bm Bs,bat,En Bm,Birmingham,2022-06-10,day/night match,Vy Bt,2022,1161,BV Tr,Rb We,101,10,104,106.0,0.0,84.0,10366,2124002.0:8364726.0:3612286.0:3890963.0:3681957.0:8044112.0:3245689.0:3200756.0:2855138.0:3200966.0:2170762.0,10618,1762060.0:1655436.0:2157770.0:3294444.0:6381962.0:3620742.0:1711492.0:8050160.0:6347256.0:4527942.0:8027396.0,other_domestic,10618,
9027395,Nn Ds,Cl Ds,Nn Ds,runs,19.0,Cl Ds,field,By Ol Mt Mi,Mount Maunganui,2022-01-14,night match,Sr Sh,2021/22,17681,DJ Wr,TJ Pe,176,7,124,157.0,8.0,126.0,17982,1945411.0:4381761.0:3913426.0:387778.0:3519011.0:4949790.0:3776849.0:2288824.0:3913475.0:3566240.0:7907458.0,17744,9068898.0:3558316.0:3083632.0:6673008.0:4949804.0:6496118.0:2537800.0:4170494.0:8447396.0:2765412.0:5984376.0,other_domestic,17982,
9084900,Dm,Ne,Ne,wickets,4.0,Dm,bat,Re Gd Cr le St,Chester-le-Street,2022-06-05,day match,Vy Bt,2022,7286,NA Mr,Tm Ly,154,8,122,158.0,6.0,121.0,6838,7651650.0:3293520.0:6257698.0:3490108.0:3622807.0:3218340.0:4174932.0:2100524.0:2173646.0:6402374.0:3216569.0,8917,2286472.0:6374878.0:2158869.0:4645304.0:2486896.0:2858904.0:3648203.0:3636821.0:164604.0:2082387.0:8040136.0,other_domestic,8917,
9459827,Bh,Ed,Bh,runs,16.0,Ed,field,Se Ba Nl Sm Mr,Dhaka,2023-03-14,day/night match,Ed tr of Bh,2022/23,14188,Sa,Tr Ad,158,2,127,142.0,6.0,122.0,188,3758565.0:2104332.0:4403419.0:393014.0:6930230.0:8127321.0:4403454.0:6528668.0:3769555.0:6486416.0:2316327.0,20,1655436.0:4685568.0:2162782.0:3651472.0:62432.0:4640824.0:1730658.0:2022957.0:1711492.0:8845850.0:4688998.0,international,188,3758565.0
9262098,Ja Ts,To Kt Rs,Ja Ts,runs,34.0,To Kt Rs,field,Dn Sy Nl Ct Sm Gs It St La,Gros Islet,2022-09-10,day match,Cn Pr Le,2022,11892,DK Br,Ve Sh,153,7,129,119.0,8.0,126.0,36098,4690258.0:3761246.0:5744780.0:5742470.0:3150720.0:4690104.0:1594319.0:5509524.0:4239794.0:8464350.0:2036649.0,36126,7637559.0:1613919.0:1626526.0:4381761.0:4230127.0:1934099.0:1613926.0:4068133.0:370397.0:3513362.0:9266095.0,other_domestic,36098,1594319.0
9782079,On,Kt,On,runs,68.0,On,bat,Wt Ed Pk Il Ct Sm Da,Doha,2023-09-22,night match,On tr of Qr,2023,20502,Rt Ai,Su Sm,171,6,126,103.0,9.0,122.0,272,8937046.0:7541183.0:6584164.0:6694246.0:8219014.0:6219968.0:293901.0:8936913.0:4772620.0:3057256.0:6565684.0,279,2154732.0:3008676.0:9587773.0:8174403.0:3167814.0:8521029.0:2517556.0:8521526.0:8350593.0:9301158.0:4435892.0,international,272,6694246.0
8887731,Be Ht,Me Rs,Me Rs,wickets,5.0,Me Rs,field,GA Sm Sh Gg Va,Geelong,2022-01-06,night match,Bg Bh Le,2021/22,3961,BC Tr,BJ Od,128,6,125,129.0,5.0,92.0,33921,3062149.0:8415665.0:3585350.0:5786766.0:1539208.0:2336613.0:8561384.0:9049270.0:3496429.0:5419490.0:6818776.0,33942,5406540.0:37351.0:46794.0:2336473.0:7537067.0:7534687.0:5469092.0:1905847.0:7620297.0:4985546.0:181404.0:1907268.0,other_domestic,33942,46794.0
9084858,Gn,St,St,wickets,9.0,St,field,Te Cr As Cy Gd Tn,Taunton,2022-06-03,day/night match,Vy Bt,2022,1042,GD Ld,Mk Nl,173,7,124,174.0,1.0,88.0,7573,2531913.0:1722048.0:5515922.0:5164844.0:4174610.0:2707431.0:6196280.0:3998070.0:2633196.0:7664957.0:1929619.0,9701,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:3252395.0:5288226.0:334963.0:2752966.0:2850868.0,other_domestic,9701,
9085306,St,Gn,St,runs,16.0,Gn,field,Sa Gs Cf,Cardiff,2022-06-24,day/night match,Vy Bt,2022,4521,PK Bn,PR Pd,75,6,45,59.0,5.0,43.0,9701,7694581.0:6139370.0:2231928.0:2535420.0:3239102.0:6320362.0:5288226.0:3252395.0:334963.0:2850868.0:55299.0,7573,2531913.0:1722048.0:319948.0:6196280.0:5164844.0:4174610.0:8035894.0:2633196.0:3212278.0:7664957.0:1929619.0,other_domestic,9701,
9657157,Ua,Ka,Ua,runs,1.0,Ua,bat,Ga Cb Gd Ni,Nairobi,2023-06-21,day match,Ua tr of Ka,2023,4913,D Oo,IO Oo,125,10,122,124.0,7.0,124.0,251,3719197.0:9663968.0:6496776.0:7906968.0:5120674.0:2943457.0:8964843.0:8246419.0:182986.0:7753549.0:2943443.0,195,3313659.0:173277.0:2042921.0:2158939.0:1872198.0:7753605.0:2159618.0:3081147.0:7753696.0:8246573.0:7753682.0,international,251,5120674.0
